"License Number","License Type","Name of Program","AddressLine1","AddressLine2","AddressLine3","City","State","Zip","County","Phone","License Status","License Holder","Capacity","Type Of License","Restrictions","Services","Licensing Authority","Initial Effective Date","Current Effective Date","Expiration Date","License Holder Lives Onsite","EmailAddress",
"1100425","Child Care Center","Auntys Child Care Center","4801 Cooke St","","","Duluth","MN","55804-2461","St. Louis","(218) 522-4512","Active","Aunty's Child Care LLC","87 ","Ages Served: Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","09/26/2019","01/01/2026","12/31/2026","   ","",
"2001557","Child Care Center","Avail Academy Edina Junior Kindergarten","4015 Inglewood Ave S","","","Edina","MN","55416     ","Hennepin","(952) 927-5304","Active","Calvin Christian School of Minneapolis","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/27/2025","09/03/2026","12/31/2026","   ","",
"2001556","Child Care Center","Avail Academy North Junior Kindergarten","8966 Pierce St NE","","","Blaine","MN","55434     ","Anoka","(763) 785-0135","Active","Calvin Christian School of Minneapolis","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/27/2025","09/03/2026","12/31/2026","   ","",
"2001631","Child Care Center","Aventuras Group","14100 Valley View Rd","","","Eden Prairie","MN","55344     ","Hennepin","(612) 655-1195","Active","aventuras group LIMITED LIABILITY COMPANY","52 ","Ages Served: Infant;Toddler;Preschool","None","Services: Day Program","Minnesota Department of Human Services","05/19/2025","05/19/2025","12/31/2025","   ","",
"1086727","Child Care Center","Ayah Child Care Center Inc","500 40th Ave NE","","","Minneapolis","MN","55421-3851","Anoka","(763) 710-5050","Closed as of 05/18/2026","Ayah Child Care Center, Inc.","16 ","Ages Served: School-Age","Per City: Total capacity of license numbers 1086727 and 1085776 cannot exceed 41 children & at least 75 square feet of outside play area per max capacity is required.; Per State Fire Marshall: Approved use main level only (except storm) Any change to clas","Services: Day Program","Minnesota Department of Human Services","02/20/2018","01/01/2026","12/31/2026","   ","",
"1085776","Child Care Center","Ayah Child Care Center Inc","508 40th Ave NE","","","Minneapolis","MN","55421-3833","Anoka","(763) 710-5050","Closed as of 05/18/2026","Ayah Child Care Center, Inc.","28 ","Ages Served: Infants Toddlers Preschool","Per City: Total capacity of license numbers 1086727 and 1085776 cannot exceed 41 children and at least 75 square feet of outside play area per max capacity is required.; Per Fire: The room with no ext. exit door is app. only for children at least 2 1/2 yr","Services: Day Program","Minnesota Department of Human Services","02/20/2018","01/14/2026","12/31/2026","   ","",
"2000091","Child Care Center","Ayeeyo Childcare Inc.","4123 E Lake St","","","Minneapolis","MN","55406     ","Hennepin","","Active","Ayeeyo Childcare Inc.","84 ","Ages Served: Infant;Toddler;Preschool;School Age","None","Services: Day Program, School-age Child Care Program","Minnesota Department of Human Services","04/12/2024","07/10/2026","12/31/2026","   ","",
"1009585","Child Care Center","Babbitt Head Start 2142 Combination","30 South Dr Rm E","","","Babbitt","MN","55706-1108","St. Louis","(218) 827-3101","Active","Arrowhead Economic Opportunity Agency, Inc.","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/27/2000","01/01/2026","12/31/2026","   ","",
"1114241","Child Care Center","Baby Halimo Child Care Inc.","510 Cedar Ave S # 200","","","Minneapolis","MN","55454-1219","Hennepin","(612) 416-0206","Closed as of 05/28/2026","Baby Halimo Child Care Inc.","53 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/29/2023","01/14/2026","12/31/2026","   ","",
"1044125","Child Care Center","Babys Space","2438 18th Ave S","","","Minneapolis","MN","55404     ","Hennepin","(612) 729-5171","Active","Baby's Space: A Place to Grow","174","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/01/2006","01/01/2026","12/31/2026","   ","",
"810959","Child Care Center","Bagley Head Start","15 Clearwater Ave NW","","","Bagley","MN","56621-8512","Clearwater","(218) 694-7000","Closed as of 06/03/2026","Inter-County Community Council","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","03/10/1997","01/01/2026","12/31/2026","   ","",
"2001609","Child Care Center","Bamboo Early Learning","562 Highway 55","","","Hamel","MN","55340     ","Hennepin","(612) 206-5771","Active","Bamboo Early Learning LLC","31 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","07/14/2025","01/01/2026","12/31/2026","   ","",
"800157","Child Care Center","Barnesville Child Day Care Center","405 2nd St SE","","","Barnesville","MN","56514-3608","Clay","(218) 354-7542","Active","The Barnesville Child Day Care Center, Inc.","64 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/03/1975","01/01/2026","12/31/2026","   ","",
"1006478","Child Care Center","Bassett Creek Montessori and Daycare Center","6250 Wayzata Blvd","","","Golden Valley","MN","55416-1210","Hennepin","(952) 525-1500","Active","Rohan & Helen De Alwis","38 ","Ages Served: Infants Toddlers Preschool School-Age","Maximum number of school age children in the Preschool Classroom is 6.","Services: Day Program","Minnesota Department of Human Services","09/11/2000","01/01/2026","12/31/2026","   ","",
"810840","Child Care Center","Battle Creek Head Start","2181 Suburban Ave","","","Saint Paul","MN","55119-4610","Ramsey","(651) 730-1663","Active","Community Action Partnership of Ramsey and Washington Counties","75 ","Ages Served: Infants Toddlers Preschool","Maximum number of infant aged children in Classroom 4 is 8.","Services: Day Program","Minnesota Department of Human Services","10/21/1996","01/01/2026","12/31/2026","   ","",
"2000336","Child Care Center","Beautiful Beginnings Learning Center","4900 Xerxes Ave N","","","Minneapolis","MN","55430     ","Hennepin","(612) 860-6862","Active","Beautiful Beginnings Learning Center LLC","30 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","12/03/2024","01/01/2026","12/31/2026","   ","",
"1000966","Child Care Center","Beautiful Savior Child Development Center","5005 Northwest Blvd","","","Plymouth","MN","55442-3504","Hennepin","","Active","Beautiful Savior Lutheran Church of Plymouth","138","Ages Served: Infants Toddlers Preschool","Per the State Fire Marshal, temporary occupancy granted until 10/3/26.","Services: Day Program","Minnesota Department of Human Services","09/13/1999","01/01/2026","12/31/2026","   ","",
"1118798","Child Care Center","Becks Montessori Accelerated Learning Center","4194 Pilot Knob Rd","","","Eagan","MN","55122-1816","Dakota","(651) 686-7984","Active","Premier MN Eagan LLC","101","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/19/2023","01/01/2026","12/31/2026","   ","",
"2000191","Child Care Center","BeeLoved Child Care Center","3737 Bellaire Ave Ste A","","","White Bear Lake","MN","55110     ","Ramsey","(651) 202-8597","Active","BeeLoved Child Care Center LLC","21 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","06/06/2025","06/06/2025","12/31/2025","   ","",
"1080698","Child Care Center","BEGIN Program at St Marys","311 Colorado Ave","","","Morris","MN","56267-1444","Stevens","(320) 589-1704","Active","Assumption Church","20 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/06/2016","01/01/2026","12/31/2026","   ","",
"800179","Child Care Center","Bemidji Head Start","1601 Conifer Ave NW","","","Bemidji","MN","56601-4867","Beltrami","(218) 751-4631","Active","Bi-County Community Action Programs Inc.","132","Ages Served: Infants Toddlers Preschool","Maximum number of infants in the Pine Classroom is 4.","Services: Day Program","Minnesota Department of Human Services","04/08/1970","01/01/2026","12/31/2026","   ","",
"1065673","Child Care Center","Berea Lutheran Preschool","9308 Rich Valley Blvd","","","Inver Grove Heights","MN","55077-4429","Dakota","(651) 994-1074","Active","Berea Evangelical Lutheran Church","12 ","Ages Served: Preschool","None","Services: Day Program","Minnesota Department of Human Services","08/06/2013","01/01/2026","12/31/2026","   ","",
"800184","Child Care Center","Berean Education Center DBA Berean Preschool","309 County Road 42 E","","","Burnsville","MN","55306-4522","Dakota","(952) 223-1814","Active","Berean Education Center","133","Ages Served: Preschool;School Age","None","Services: Day Program","Minnesota Department of Human Services","08/01/1981","01/01/2026","12/31/2026","   ","",
"830852","Child Care Center","Bernie's Montessori School Inc","1100 E 66th St","","","Richfield","MN","55423-2638","Hennepin","","Active","Bernie's Montessori School, Inc.","86 ","Ages Served: Infants Toddlers Preschool","Maximum number of children in the building at one time is 84 due to fire code.","Services: Day Program","Minnesota Department of Human Services","10/12/1998","01/01/2026","12/31/2026","   ","",
"2001774","Child Care Center","Best Childcare LLC","2515 E 26th St","","","Minneapolis","MN","55406     ","Hennepin","(651) 246-5905","Active","Best Childcare LLC","132","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program, School-age Child Care Program","Minnesota Department of Human Services","05/05/2026","07/16/2026","12/31/2026","   ","",
"1028873","Child Care Center","Bet Shalom Yeladim Preschool","13613 Orchard Rd","","","Minnetonka","MN","55305-4048","Hennepin","(952) 933-8525","Active","Bet Shalom","69 ","Ages Served: Infants Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","09/03/2004","01/01/2026","12/31/2026","   ","",
"1066499","Child Care Center","Bethel Child Care Center","5232 Irvine Ave NW","","","Bemidji","MN","56601-8598","Beltrami","(218) 444-4746","Active","Bethel Lutheran Church","68 ","Ages Served: Infants Toddlers Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","11/18/2013","01/01/2026","12/31/2026","   ","",
"1036264","Child Care Center","Bethesda All Stars c/o Bethesda Lutheran Church","401 40th Ave S","","","Moorhead","MN","56560     ","Clay","(701) 212-6637","Active","Bethesda Evangelical Lutheran Church of Moorhead","47 ","Ages Served: Preschool School-Age","47 Preschool/School Age Combination not to exceed 47 school age.","Services: Day Program","Minnesota Department of Human Services","01/01/2006","01/01/2026","12/31/2026","   ","",
"800194","Child Care Center","Bethlehem Child Care Center","3141 43rd Ave S","","","Minneapolis","MN","55406-2248","Hennepin","(612) 721-2290","Active","The Bethlehem Evangelical Covenant Church, of Minneapolis, Minnesota","86 ","Ages Served: Preschool School-Age","Maximum number of Preschool is 59","Services: Day Program","Minnesota Department of Human Services","10/27/1982","03/18/2026","12/31/2026","   ","",
"2000146","Child Care Center","Bethlehem Head Start","418 8th Ave NE","","","Brainerd","MN","56401     ","Crow Wing","(218) 829-3330","Active","Tri-County Community Action Partnership, Inc.","24 ","Ages Served: Infant;Toddler","Maximum number of Infants under the age of 12 months in the EHS1 classroom is 2.; Maximum number of Infants under the age of 12 months in the CCP1 classroom is 2.; Maximum number of Infants under the age of 12 months in the CCP2 classroom is 3.","Services: Day Program","Minnesota Department of Human Services","06/10/2024","01/01/2026","12/31/2026","   ","",
"809985","Child Care Center","Bethlehem Lutheran Early Childhood Center","4310 County Road 137","","","Saint Cloud","MN","56301-3782","Stearns","(320) 251-6775","Active","Bethlehem Lutheran Church","80 ","Ages Served: Toddlers Preschool","None","Services: Day Program","Minnesota Department of Human Services","02/09/1996","01/01/2026","12/31/2026","   ","",
"1114420","Child Care Center","Big Adventures Child Care Center","15079 22nd Ave NE","","","Little Falls","MN","56345-4199","Morrison","","Active","Big Adventures Child Care Center LLC","66 ","Ages Served: Infants Toddlers Preschool School-Age","Maximum number of school age children in the older preschool classroom is five.","Services: Day Program","Minnesota Department of Human Services","09/05/2022","01/01/2026","12/31/2026","   ","",
"1117962","Child Care Center","Big Wonder Child Care","60 Kent St","","","Saint Paul","MN","55102-2232","Ramsey","(612) 240-5547","Active","Big Wonder Child Care","45 ","Ages Served: Preschool School-Age","None","Services: Day Program","Minnesota Department of Human Services","08/07/2023","01/01/2026","12/31/2026","   ","",
